transaction_id,user_id,subscription_id,transaction_date,amount,payment_status,payment_method
156,6,6,2025-10-01,29,Successful,Bank Transfer
157,6,6,2025-11-01,29,Successful,Bank Transfer
158,6,6,2025-12-01,29,Successful,Bank Transfer
159,6,6,2026-01-01,29,Successful,PayPal
160,6,6,2026-02-01,29,Successful,Credit Card
161,6,6,2026-03-01,29,Successful,Bank Transfer
162,6,6,2026-04-01,29,Successful,Credit Card
163,6,6,2026-05-01,29,Successful,PayPal
164,6,6,2026-06-01,29,Successful,Bank Transfer
165,6,6,2026-07-01,29,Successful,Credit Card
166,6,6,2026-08-01,29,Successful,PayPal
167,6,6,2026-09-01,29,Successful,PayPal
168,6,6,2026-10-01,29,Successful,Debit Card
169,6,6,2026-11-01,29,Successful,PayPal
170,6,6,2026-12-01,29,Successful,PayPal
171,7,7,2024-04-01,79,Successful,Bank Transfer
172,7,7,2024-05-01,79,Successful,PayPal
173,7,7,2024-06-01,79,Successful,Debit Card
174,7,7,2024-07-01,79,Successful,PayPal
175,7,7,2024-08-01,79,Successful,Bank Transfer
176,7,7,2024-09-01,79,Successful,Debit Card
177,7,7,2024-10-01,79,Successful,PayPal
178,7,7,2024-11-01,79,Successful,Debit Card
179,7,7,2024-12-01,79,Successful,PayPal
180,7,7,2025-01-01,79,Successful,Debit Card
181,7,7,2025-02-01,79,Successful,Bank Transfer
182,7,7,2025-03-01,79,Successful,Credit Card
183,7,7,2025-04-01,79,Successful,Bank Transfer
184,7,7,2025-05-01,79,Successful,Debit Card
185,7,7,2025-06-01,79,Successful,Credit Card
186,7,7,2025-07-01,79,Successful,Credit Card
187,7,7,2025-08-01,79,Successful,Debit Card
188,7,7,2025-09-01,79,Successful,Debit Card
189,7,7,2025-10-01,79,Successful,Debit Card
190,7,7,2025-11-01,79,Successful,Credit Card
191,7,7,2025-12-01,79,Successful,Bank Transfer
192,7,7,2026-01-01,79,Successful,Credit Card
193,7,7,2026-02-01,79,Successful,PayPal
194,7,7,2026-03-01,79,Successful,PayPal
195,7,7,2026-04-01,79,Successful,Debit Card
196,7,7,2026-05-01,79,Successful,Bank Transfer
197,7,7,2026-06-01,79,Successful,Credit Card
198,7,7,2026-07-01,79,Failed,PayPal
199,7,7,2026-08-01,79,Failed,Bank Transfer
200,7,7,2026-09-01,79,Successful,Debit Card
201,7,7,2026-10-01,79,Successful,PayPal
202,7,7,2026-11-01,79,Successful,Bank Transfer
203,7,7,2026-12-01,79,Successful,PayPal
204,8,8,2024-04-01,29,Successful,Credit Card
205,8,8,2024-05-01,29,Successful,Credit Card
206,8,8,2024-06-01,29,Successful,PayPal
207,8,8,2024-07-01,29,Successful,Credit Card
208,8,8,2024-08-01,29,Successful,Debit Card
209,8,8,2024-09-01,29,Successful,PayPal
210,8,8,2024-10-01,29,Successful,Bank Transfer
211,8,8,2024-11-01,29,Successful,Bank Transfer
212,8,8,2024-12-01,29,Successful,PayPal
213,8,8,2025-01-01,29,Successful,Bank Transfer
214,8,8,2025-02-01,29,Successful,Credit Card
215,8,8,2025-03-01,29,Successful,Credit Card
216,8,8,2025-04-01,29,Successful,Bank Transfer
217,8,8,2025-05-01,29,Successful,Credit Card
218,8,8,2025-06-01,29,Successful,PayPal
219,8,8,2025-07-01,29,Failed,Bank Transfer
220,8,8,2025-08-01,29,Successful,PayPal
221,8,8,2025-09-01,29,Failed,PayPal
222,8,8,2025-10-01,29,Successful,PayPal
223,8,8,2025-11-01,29,Successful,PayPal
224,8,8,2025-12-01,29,Successful,Debit Card
225,8,8,2026-01-01,29,Successful,Credit Card
226,8,8,2026-02-01,29,Successful,PayPal
227,8,8,2026-03-01,29,Successful,Credit Card
228,8,8,2026-04-01,29,Successful,PayPal
229,8,8,2026-05-01,29,Successful,Credit Card
230,8,8,2026-06-01,29,Successful,Debit Card
231,8,8,2026-07-01,29,Successful,Credit Card
232,8,8,2026-08-01,29,Successful,Debit Card
233,8,8,2026-09-01,29,Successful,Bank Transfer
234,8,8,2026-10-01,29,Successful,Bank Transfer
235,8,8,2026-11-01,29,Successful,Credit Card
236,8,8,2026-12-01,29,Successful,Credit Card
237,9,9,2024-05-01,45,Successful,Debit Card
238,9,9,2024-06-01,45,Successful,Credit Card
239,9,9,2024-07-01,45,Successful,Debit Card
240,9,9,2024-08-01,45,Successful,PayPal
241,9,9,2024-09-01,45,Successful,Credit Card
242,9,9,2024-10-01,45,Successful,Bank Transfer
243,9,9,2024-11-01,45,Successful,Bank Transfer
244,9,9,2024-12-01,45,Successful,Bank Transfer
245,9,9,2025-01-01,45,Successful,Bank Transfer
246,9,9,2025-02-01,45,Successful,Debit Card
247,9,9,2025-03-01,45,Successful,Bank Transfer
248,9,9,2025-04-01,45,Successful,Debit Card
249,9,9,2025-05-01,45,Successful,PayPal
250,9,9,2025-06-01,45,Successful,Debit Card
251,9,9,2025-07-01,45,Successful,Credit Card
252,9,9,2025-08-01,45,Successful,Bank Transfer
253,9,9,2025-09-01,45,Successful,Credit Card
254,9,9,2025-10-01,45,Successful,Debit Card
255,9,9,2025-11-01,45,Successful,Bank Transfer
256,9,9,2025-12-01,45,Successful,Credit Card
257,9,9,2026-01-01,45,Successful,Debit Card
258,9,9,2026-02-01,45,Successful,Bank Transfer
259,9,9,2026-03-01,45,Successful,Debit Card
260,9,9,2026-04-01,45,Successful,Bank Transfer
261,9,9,2026-05-01,45,Successful,Bank Transfer
262,9,9,2026-06-01,45,Successful,Bank Transfer
263,9,9,2026-07-01,45,Successful,Credit Card
264,9,9,2026-08-01,45,Successful,Debit Card
265,9,9,2026-09-01,45,Successful,Credit Card
266,9,9,2026-10-01,45,Successful,Debit Card
267,9,9,2026-11-01,45,Successful,Credit Card
268,9,9,2026-12-01,45,Successful,PayPal
269,10,10,2024-04-01,29,Successful,Debit Card
270,10,10,2024-05-01,29,Successful,Bank Transfer
271,10,10,2024-06-01,29,Failed,PayPal
272,10,10,2024-07-01,29,Successful,Debit Card
273,10,10,2024-08-01,29,Successful,PayPal
274,10,10,2024-09-01,29,Successful,Bank Transfer
275,10,10,2024-10-01,29,Failed,Credit Card
276,10,10,2024-11-01,29,Successful,Credit Card
277,10,10,2024-12-01,29,Successful,Bank Transfer
278,10,10,2025-01-01,29,Successful,Bank Transfer
279,10,10,2025-02-01,29,Successful,Credit Card
280,10,10,2025-03-01,29,Successful,Credit Card
281,10,10,2025-04-01,29,Successful,PayPal
282,10,10,2025-05-01,29,Successful,Debit Card
283,10,10,2025-06-01,29,Successful,PayPal
284,10,10,2025-07-01,29,Successful,PayPal
285,10,10,2025-08-01,29,Successful,PayPal
286,10,10,2025-09-01,29,Successful,Bank Transfer
287,10,10,2025-10-01,29,Successful,Debit Card
288,10,10,2025-11-01,29,Successful,Debit Card
289,10,10,2025-12-01,29,Successful,Credit Card
290,10,10,2026-01-01,29,Successful,PayPal
291,10,10,2026-02-01,29,Successful,Credit Card
292,10,10,2026-03-01,29,Successful,Bank Transfer
293,10,10,2026-04-01,29,Successful,Credit Card
294,10,10,2026-05-01,29,Successful,Credit Card
295,10,10,2026-06-01,29,Successful,Credit Card
296,10,10,2026-07-01,29,Successful,Credit Card
297,10,10,2026-08-01,29,Successful,Bank Transfer
298,10,10,2026-09-01,29,Successful,Bank Transfer
299,10,10,2026-10-01,29,Successful,PayPal
300,10,10,2026-11-01,29,Successful,PayPal
301,10,10,2026-12-01,29,Successful,Debit Card
302,11,11,2024-06-01,45,Failed,Credit Card
303,11,11,2024-07-01,45,Successful,Bank Transfer
304,11,11,2024-08-01,45,Successful,Debit Card
305,11,11,2024-09-01,45,Successful,Debit Card
306,11,11,2024-10-01,45,Successful,Bank Transfer
307,11,11,2024-11-01,45,Successful,PayPal
308,11,11,2024-12-01,45,Successful,PayPal
309,11,11,2025-01-01,45,Successful,Credit Card
310,11,11,2025-02-01,45,Failed,Bank Transfer
311,11,11,2025-03-01,45,Successful,Credit Card
312,11,11,2025-04-01,45,Successful,Credit Card
313,11,11,2025-05-01,45,Successful,PayPal
314,11,11,2025-06-01,45,Successful,Bank Transfer
315,11,11,2025-07-01,45,Successful,Credit Card
316,11,11,2025-08-01,45,Successful,PayPal
317,11,11,2025-09-01,45,Successful,Bank Transfer
318,11,11,2025-10-01,45,Successful,Bank Transfer
319,11,11,2025-11-01,45,Successful,Credit Card
320,11,11,2025-12-01,45,Successful,Credit Card
321,11,11,2026-01-01,45,Successful,Debit Card
322,11,11,2026-02-01,45,Successful,Bank Transfer
323,11,11,2026-03-01,45,Successful,Debit Card
324,11,11,2026-04-01,45,Successful,Credit Card
325,11,11,2026-05-01,45,Successful,PayPal
326,11,11,2026-06-01,45,Successful,Bank Transfer
327,11,11,2026-07-01,45,Successful,Debit Card
328,11,11,2026-08-01,45,Successful,PayPal
329,11,11,2026-09-01,45,Successful,Credit Card
330,11,11,2026-10-01,45,Successful,Bank Transfer
331,11,11,2026-11-01,45,Successful,Credit Card
332,11,11,2026-12-01,45,Successful,Credit Card
333,12,12,2024-11-01,79,Successful,PayPal
334,12,12,2024-12-01,79,Successful,PayPal
335,12,12,2025-01-01,79,Successful,Credit Card
336,12,12,2025-02-01,79,Successful,Bank Transfer
337,12,12,2025-03-01,79,Successful,Bank Transfer
338,12,12,2025-04-01,79,Successful,Bank Transfer
339,12,12,2025-05-01,79,Failed,Credit Card
340,12,12,2025-06-01,79,Successful,Debit Card
341,12,12,2025-07-01,79,Successful,Credit Card
342,12,12,2025-08-01,79,Successful,Credit Card
343,12,12,2025-09-01,79,Successful,Credit Card
344,13,13,2024-08-01,29,Successful,Bank Transfer
345,13,13,2024-09-01,29,Successful,PayPal
346,13,13,2024-10-01,29,Successful,Credit Card
347,13,13,2024-11-01,29,Successful,Credit Card
348,13,13,2024-12-01,29,Successful,PayPal
349,13,13,2025-01-01,29,Successful,Bank Transfer
350,13,13,2025-02-01,29,Successful,Bank Transfer
351,13,13,2025-03-01,29,Successful,Debit Card
352,13,13,2025-04-01,29,Successful,Debit Card
353,13,13,2025-05-01,29,Successful,Bank Transfer
354,13,13,2025-06-01,29,Successful,Credit Card
355,13,13,2025-07-01,29,Successful,Credit Card
356,13,13,2025-08-01,29,Successful,Credit Card
357,13,13,2025-09-01,29,Successful,Credit Card
358,13,13,2025-10-01,29,Successful,Credit Card
359,13,13,2025-11-01,29,Successful,Debit Card
360,13,13,2025-12-01,29,Successful,Debit Card
361,13,13,2026-01-01,29,Successful,Bank Transfer
362,13,13,2026-02-01,29,Successful,Bank Transfer
363,13,13,2026-03-01,29,Successful,Credit Card
364,13,13,2026-04-01,29,Successful,PayPal
365,13,13,2026-05-01,29,Successful,PayPal
366,13,13,2026-06-01,29,Successful,PayPal
367,13,13,2026-07-01,29,Successful,Bank Transfer
368,13,13,2026-08-01,29,Successful,Bank Transfer
369,13,13,2026-09-01,29,Successful,Credit Card
370,13,13,2026-10-01,29,Successful,PayPal
371,13,13,2026-11-01,29,Successful,Credit Card
372,13,13,2026-12-01,29,Successful,Bank Transfer
373,14,14,2024-06-01,29,Successful,Bank Transfer
374,14,14,2024-07-01,29,Successful,Credit Card
375,14,14,2024-08-01,29,Successful,Bank Transfer
376,14,14,2024-09-01,29,Successful,Debit Card
377,14,14,2024-10-01,29,Successful,PayPal
378,14,14,2024-11-01,29,Successful,Debit Card
379,14,14,2024-12-01,29,Successful,PayPal
380,14,14,2025-01-01,29,Successful,Credit Card
381,14,14,2025-02-01,29,Successful,PayPal
382,14,14,2025-03-01,29,Successful,Bank Transfer
383,14,14,2025-04-01,29,Successful,PayPal
384,14,14,2025-05-01,29,Successful,PayPal
385,14,14,2025-06-01,29,Successful,Debit Card
386,14,14,2025-07-01,29,Successful,Bank Transfer
387,14,14,2025-08-01,29,Successful,Debit Card
388,14,14,2025-09-01,29,Successful,Debit Card
389,14,14,2025-10-01,29,Successful,Bank Transfer
390,14,14,2025-11-01,29,Successful,PayPal
391,14,14,2025-12-01,29,Successful,Bank Transfer
392,14,14,2026-01-01,29,Successful,Credit Card
393,14,14,2026-02-01,29,Successful,Bank Transfer
394,14,14,2026-03-01,29,Successful,PayPal
395,14,14,2026-04-01,29,Successful,PayPal
396,14,14,2026-05-01,29,Successful,Bank Transfer
397,14,14,2026-06-01,29,Successful,Bank Transfer
398,14,14,2026-07-01,29,Failed,Credit Card
399,14,14,2026-08-01,29,Successful,Credit Card
400,14,14,2026-09-01,29,Successful,Debit Card
401,14,14,2026-10-01,29,Successful,PayPal
402,14,14,2026-11-01,29,Successful,PayPal
403,14,14,2026-12-01,29,Successful,Debit Card
404,15,15,2024-11-01,29,Successful,Credit Card
405,15,15,2024-12-01,29,Successful,PayPal
406,15,15,2025-01-01,29,Successful,Debit Card
407,15,15,2025-02-01,29,Successful,Credit Card
408,15,15,2025-03-01,29,Successful,Debit Card
409,15,15,2025-04-01,29,Successful,Debit Card
410,15,15,2025-05-01,29,Successful,Credit Card
411,15,15,2025-06-01,29,Successful,PayPal
412,15,15,2025-07-01,29,Successful,Credit Card
413,15,15,2025-08-01,29,Successful,Debit Card
414,15,15,2025-09-01,29,Successful,Credit Card
415,15,15,2025-10-01,29,Successful,Credit Card
416,15,15,2025-11-01,29,Successful,Debit Card
417,15,15,2025-12-01,29,Successful,PayPal
418,15,15,2026-01-01,29,Successful,Debit Card
419,15,15,2026-02-01,29,Successful,PayPal
420,15,15,2026-03-01,29,Successful,PayPal
421,15,15,2026-04-01,29,Successful,PayPal
422,15,15,2026-05-01,29,Successful,Bank Transfer
423,15,15,2026-06-01,29,Successful,Bank Transfer
424,15,15,2026-07-01,29,Successful,PayPal
425,15,15,2026-08-01,29,Successful,PayPal
426,15,15,2026-09-01,29,Successful,Debit Card
427,15,15,2026-10-01,29,Successful,Credit Card
428,15,15,2026-11-01,29,Successful,PayPal
429,15,15,2026-12-01,29,Successful,Debit Card
430,16,16,2025-01-01,29,Successful,Bank Transfer
431,16,16,2025-02-01,29,Successful,PayPal
432,16,16,2025-03-01,29,Successful,PayPal
433,16,16,2025-04-01,29,Successful,Debit Card
434,16,16,2025-05-01,29,Successful,Credit Card
435,16,16,2025-06-01,29,Successful,PayPal
436,16,16,2025-07-01,29,Successful,Debit Card
437,16,16,2025-08-01,29,Successful,PayPal
438,16,16,2025-09-01,29,Failed,Debit Card
439,16,16,2025-10-01,29,Successful,Bank Transfer
440,16,16,2025-11-01,29,Successful,Debit Card
441,16,16,2025-12-01,29,Successful,Bank Transfer
442,16,16,2026-01-01,29,Successful,Bank Transfer
443,16,16,2026-02-01,29,Successful,Bank Transfer
444,16,16,2026-03-01,29,Successful,Credit Card
445,16,16,2026-04-01,29,Successful,Credit Card
446,16,16,2026-05-01,29,Successful,PayPal
447,16,16,2026-06-01,29,Successful,Debit Card
448,16,16,2026-07-01,29,Successful,Bank Transfer
449,16,16,2026-08-01,29,Successful,PayPal
450,16,16,2026-09-01,29,Successful,Debit Card
451,16,16,2026-10-01,29,Successful,Bank Transfer
452,17,17,2024-08-01,29,Successful,Debit Card
453,17,17,2024-09-01,29,Successful,Bank Transfer
454,17,17,2024-10-01,29,Successful,Debit Card
455,17,17,2024-11-01,29,Successful,Bank Transfer
456,17,17,2024-12-01,29,Successful,Bank Transfer
457,17,17,2025-01-01,29,Successful,Credit Card
458,17,17,2025-02-01,29,Successful,PayPal
459,17,17,2025-03-01,29,Successful,PayPal
460,17,17,2025-04-01,29,Successful,Bank Transfer
461,17,17,2025-05-01,29,Successful,PayPal
462,17,17,2025-06-01,29,Successful,Credit Card
463,17,17,2025-07-01,29,Successful,PayPal
464,17,17,2025-08-01,29,Successful,PayPal
465,17,17,2025-09-01,29,Successful,Bank Transfer
466,17,17,2025-10-01,29,Successful,Bank Transfer
467,17,17,2025-11-01,29,Successful,Debit Card
468,17,17,2025-12-01,29,Successful,Credit Card
469,17,17,2026-01-01,29,Successful,PayPal
470,17,17,2026-02-01,29,Successful,Credit Card
471,17,17,2026-03-01,29,Successful,PayPal
472,17,17,2026-04-01,29,Successful,Debit Card
473,17,17,2026-05-01,29,Successful,Credit Card
474,17,17,2026-06-01,29,Successful,Debit Card
475,17,17,2026-07-01,29,Successful,Credit Card
476,17,17,2026-08-01,29,Successful,Credit Card
477,17,17,2026-09-01,29,Successful,Bank Transfer
478,17,17,2026-10-01,29,Successful,Debit Card
479,17,17,2026-11-01,29,Successful,Bank Transfer
480,17,17,2026-12-01,29,Successful,Credit Card
481,18,18,2025-01-01,29,Successful,Credit Card
482,18,18,2025-02-01,29,Successful,Bank Transfer
483,18,18,2025-03-01,29,Successful,Bank Transfer
484,18,18,2025-04-01,29,Successful,Debit Card
485,18,18,2025-05-01,29,Successful,Bank Transfer
486,18,18,2025-06-01,29,Successful,PayPal
487,18,18,2025-07-01,29,Successful,Bank Transfer
488,18,18,2025-08-01,29,Successful,Debit Card
489,18,18,2025-09-01,29,Successful,Credit Card
490,18,18,2025-10-01,29,Successful,Credit Card
491,18,18,2025-11-01,29,Successful,Bank Transfer
492,18,18,2025-12-01,29,Successful,PayPal
493,18,18,2026-01-01,29,Successful,Credit Card
494,18,18,2026-02-01,29,Successful,PayPal
495,18,18,2026-03-01,29,Successful,Bank Transfer
496,18,18,2026-04-01,29,Successful,Bank Transfer
497,18,18,2026-05-01,29,Successful,Debit Card
498,18,18,2026-06-01,29,Successful,Bank Transfer
499,18,18,2026-07-01,29,Successful,Debit Card
500,18,18,2026-08-01,29,Successful,PayPal
501,18,18,2026-09-01,29,Successful,Credit Card
502,18,18,2026-10-01,29,Successful,Credit Card
503,18,18,2026-11-01,29,Successful,Credit Card
504,18,18,2026-12-01,29,Successful,Bank Transfer
505,19,19,2024-03-01,79,Successful,Bank Transfer
506,19,19,2024-04-01,79,Successful,Debit Card
507,19,19,2024-05-01,79,Successful,Credit Card
508,19,19,2024-06-01,79,Failed,Debit Card
509,19,19,2024-07-01,79,Successful,Bank Transfer
510,19,19,2024-08-01,79,Failed,PayPal
511,19,19,2024-09-01,79,Successful,Bank Transfer
512,19,19,2024-10-01,79,Successful,Credit Card
513,19,19,2024-11-01,79,Successful,PayPal
514,19,19,2024-12-01,79,Successful,Bank Transfer
515,19,19,2025-01-01,79,Successful,Debit Card
516,19,19,2025-02-01,79,Successful,Bank Transfer
517,19,19,2025-03-01,79,Successful,Bank Transfer
518,19,19,2025-04-01,79,Failed,PayPal
519,19,19,2025-05-01,79,Successful,Debit Card
520,19,19,2025-06-01,79,Successful,Bank Transfer
521,19,19,2025-07-01,79,Successful,Credit Card
522,19,19,2025-08-01,79,Successful,Bank Transfer
523,19,19,2025-09-01,79,Successful,Bank Transfer
524,19,19,2025-10-01,79,Successful,Debit Card
525,19,19,2025-11-01,79,Successful,Credit Card
526,19,19,2025-12-01,79,Successful,PayPal
527,19,19,2026-01-01,79,Successful,Debit Card
528,19,19,2026-02-01,79,Successful,Credit Card
529,19,19,2026-03-01,79,Successful,Bank Transfer
530,19,19,2026-04-01,79,Successful,PayPal
531,19,19,2026-05-01,79,Successful,Debit Card
532,19,19,2026-06-01,79,Successful,Bank Transfer
533,19,19,2026-07-01,79,Successful,Credit Card
534,19,19,2026-08-01,79,Successful,Credit Card
535,19,19,2026-09-01,79,Successful,PayPal
536,19,19,2026-10-01,79,Failed,Bank Transfer
537,19,19,2026-11-01,79,Successful,Bank Transfer
538,19,19,2026-12-01,79,Successful,Credit Card
539,20,20,2024-04-01,29,Successful,Bank Transfer
540,20,20,2024-05-01,29,Successful,Debit Card
541,20,20,2024-06-01,29,Successful,Bank Transfer
542,20,20,2024-07-01,29,Successful,Bank Transfer
543,20,20,2024-08-01,29,Successful,PayPal
544,20,20,2024-09-01,29,Successful,Bank Transfer
545,20,20,2024-10-01,29,Successful,Debit Card
546,20,20,2024-11-01,29,Successful,Bank Transfer
547,20,20,2024-12-01,29,Successful,Debit Card
548,20,20,2025-01-01,29,Successful,Debit Card
549,20,20,2025-02-01,29,Successful,Credit Card
550,20,20,2025-03-01,29,Successful,Credit Card
