feature_usage_id,user_id,feature_name,usage_month,usage_count
50,1,Portfolio Tracker,2026-05-01,20
51,1,Risk Analytics,2026-06-01,14
52,1,Trading Signals,2026-06-01,11
53,1,API Access,2026-06-01,1
54,1,Portfolio Tracker,2026-06-01,20
55,1,Portfolio Tracker,2026-07-01,46
56,1,Portfolio Tracker,2026-08-01,12
57,1,Market Scanner,2026-09-01,4
58,1,API Access,2026-09-01,40
59,1,Risk Analytics,2026-09-01,5
60,1,Trading Signals,2026-09-01,31
61,1,Trading Signals,2026-10-01,21
62,1,Risk Analytics,2026-10-01,39
63,1,Market Scanner,2026-10-01,23
64,1,Trading Signals,2026-11-01,3
65,1,API Access,2026-12-01,18
66,1,Custom Dashboards,2026-12-01,41
67,2,Portfolio Tracker,2024-03-01,49
68,2,API Access,2024-03-01,17
69,2,Risk Analytics,2024-03-01,48
70,2,Trading Signals,2024-03-01,6
71,2,Custom Dashboards,2024-04-01,36
72,2,Market Scanner,2024-04-01,45
73,2,API Access,2024-04-01,42
74,2,Market Scanner,2024-05-01,45
75,2,Portfolio Tracker,2024-05-01,42
76,2,Custom Dashboards,2024-05-01,45
77,2,Risk Analytics,2024-06-01,11
78,2,API Access,2024-06-01,2
79,2,Custom Dashboards,2024-06-01,9
80,2,Portfolio Tracker,2024-07-01,1
81,2,Risk Analytics,2024-07-01,26
82,2,API Access,2024-07-01,21
83,2,Trading Signals,2024-07-01,25
84,2,Portfolio Tracker,2024-08-01,43
85,2,Trading Signals,2024-08-01,50
86,2,API Access,2024-09-01,42
87,2,Custom Dashboards,2024-10-01,2
88,2,Trading Signals,2024-10-01,48
89,2,Portfolio Tracker,2024-10-01,39
90,2,API Access,2024-11-01,3
91,2,Portfolio Tracker,2024-11-01,50
92,2,Trading Signals,2024-11-01,5
93,2,Custom Dashboards,2024-11-01,31
94,2,Market Scanner,2024-12-01,26
95,2,Risk Analytics,2024-12-01,32
96,2,Trading Signals,2024-12-01,32
97,2,API Access,2025-01-01,18
98,2,Trading Signals,2025-01-01,3
99,2,Market Scanner,2025-01-01,36
100,2,Custom Dashboards,2025-02-01,14
101,2,Risk Analytics,2025-02-01,21
102,2,API Access,2025-03-01,49
103,2,Portfolio Tracker,2025-03-01,3
104,2,Risk Analytics,2025-03-01,15
105,2,Custom Dashboards,2025-03-01,31
106,2,Portfolio Tracker,2025-04-01,13
107,2,Custom Dashboards,2025-05-01,48
108,2,Risk Analytics,2025-06-01,29
109,2,Trading Signals,2025-07-01,6
110,2,Risk Analytics,2025-07-01,18
111,2,Portfolio Tracker,2025-07-01,41
112,2,Portfolio Tracker,2025-08-01,37
113,2,Custom Dashboards,2025-08-01,45
114,2,Trading Signals,2025-09-01,6
115,2,Custom Dashboards,2025-09-01,38
116,2,Portfolio Tracker,2025-09-01,45
117,2,Custom Dashboards,2025-10-01,50
118,2,Market Scanner,2025-11-01,25
119,2,Market Scanner,2025-12-01,5
120,2,API Access,2026-01-01,48
121,2,Market Scanner,2026-01-01,7
122,2,Trading Signals,2026-01-01,1
123,2,Trading Signals,2026-02-01,23
124,2,Risk Analytics,2026-02-01,2
125,2,Portfolio Tracker,2026-03-01,30
126,2,API Access,2026-03-01,24
127,2,Trading Signals,2026-03-01,44
128,2,Trading Signals,2026-04-01,11
129,2,Risk Analytics,2026-04-01,2
130,2,API Access,2026-04-01,44
131,2,Portfolio Tracker,2026-04-01,27
132,2,Risk Analytics,2026-05-01,36
133,2,Market Scanner,2026-06-01,22
134,2,Trading Signals,2026-06-01,22
135,2,Portfolio Tracker,2026-06-01,14
136,2,Trading Signals,2026-07-01,6
137,2,API Access,2026-07-01,8
138,2,Market Scanner,2026-07-01,31
139,2,Custom Dashboards,2026-08-01,4
140,2,Portfolio Tracker,2026-08-01,21
141,2,Risk Analytics,2026-08-01,7
142,2,Market Scanner,2026-09-01,49
143,2,Custom Dashboards,2026-10-01,16
144,2,Market Scanner,2026-10-01,39
145,2,Risk Analytics,2026-10-01,41
146,2,API Access,2026-10-01,50
147,2,Trading Signals,2026-11-01,34
148,2,Portfolio Tracker,2026-11-01,13
149,2,API Access,2026-12-01,14
150,2,Custom Dashboards,2026-12-01,12
151,2,Portfolio Tracker,2026-12-01,10
152,3,Portfolio Tracker,2024-11-01,21
153,3,API Access,2024-11-01,10
154,3,API Access,2024-12-01,1
155,3,Market Scanner,2025-01-01,15
156,3,Market Scanner,2025-02-01,44
157,3,Portfolio Tracker,2025-02-01,7
158,3,Custom Dashboards,2025-02-01,47
159,3,Portfolio Tracker,2025-03-01,44
160,3,Risk Analytics,2025-03-01,18
161,3,API Access,2025-03-01,4
162,3,API Access,2025-04-01,24
163,3,Risk Analytics,2025-04-01,20
164,3,API Access,2025-05-01,24
165,3,Risk Analytics,2025-05-01,11
166,3,Custom Dashboards,2025-06-01,1
167,3,Market Scanner,2025-06-01,3
168,3,API Access,2025-07-01,37
169,3,Trading Signals,2025-07-01,1
170,3,Portfolio Tracker,2025-08-01,11
171,3,Risk Analytics,2025-08-01,33
172,3,API Access,2025-08-01,40
173,3,Risk Analytics,2025-09-01,50
174,3,API Access,2025-09-01,14
175,3,Market Scanner,2025-09-01,29
176,3,Custom Dashboards,2025-10-01,41
177,3,API Access,2025-10-01,45
178,3,Risk Analytics,2025-10-01,11
179,3,Market Scanner,2025-10-01,33
180,3,API Access,2025-11-01,20
181,3,Trading Signals,2025-11-01,19
182,3,Market Scanner,2025-12-01,41
183,3,Portfolio Tracker,2025-12-01,16
184,3,Risk Analytics,2026-01-01,25
185,3,Custom Dashboards,2026-02-01,46
186,3,Market Scanner,2026-02-01,23
187,3,Portfolio Tracker,2026-02-01,10
188,3,Trading Signals,2026-02-01,32
189,3,Trading Signals,2026-03-01,43
190,3,Portfolio Tracker,2026-03-01,41
191,3,Custom Dashboards,2026-03-01,32
192,3,Market Scanner,2026-04-01,24
193,3,Trading Signals,2026-04-01,2
194,3,Custom Dashboards,2026-04-01,40
195,3,Portfolio Tracker,2026-05-01,35
196,3,Custom Dashboards,2026-06-01,29
197,3,API Access,2026-06-01,24
198,3,Market Scanner,2026-06-01,46
199,3,Portfolio Tracker,2026-06-01,17
200,3,Portfolio Tracker,2026-07-01,33
201,3,Trading Signals,2026-07-01,9
202,3,Trading Signals,2026-08-01,32
203,3,Portfolio Tracker,2026-08-01,16
204,3,Market Scanner,2026-09-01,41
205,3,Custom Dashboards,2026-09-01,24
206,3,Risk Analytics,2026-10-01,14
207,3,Portfolio Tracker,2026-10-01,28
208,3,Custom Dashboards,2026-10-01,9
209,3,API Access,2026-10-01,36
210,3,Market Scanner,2026-11-01,18
211,3,API Access,2026-11-01,26
212,3,Custom Dashboards,2026-11-01,47
213,3,Trading Signals,2026-11-01,38
214,3,Risk Analytics,2026-12-01,18
215,4,Risk Analytics,2024-07-01,13
216,4,Market Scanner,2024-07-01,36
217,4,Custom Dashboards,2024-07-01,30
218,4,Trading Signals,2024-07-01,21
219,4,API Access,2024-08-01,1
220,4,Risk Analytics,2024-08-01,32
221,4,Portfolio Tracker,2024-09-01,26
222,4,Custom Dashboards,2024-09-01,12
223,4,Trading Signals,2024-10-01,24
224,4,Risk Analytics,2024-10-01,3
225,4,API Access,2024-10-01,22
226,4,API Access,2024-11-01,26
227,4,Trading Signals,2024-11-01,29
228,4,Portfolio Tracker,2024-11-01,47
229,4,API Access,2024-12-01,36
230,4,Custom Dashboards,2024-12-01,27
231,4,Trading Signals,2024-12-01,19
232,4,Risk Analytics,2024-12-01,34
233,4,API Access,2025-01-01,10
234,4,Portfolio Tracker,2025-01-01,4
235,4,Risk Analytics,2025-01-01,4
236,4,Custom Dashboards,2025-01-01,39
237,4,Market Scanner,2025-02-01,22
238,4,Custom Dashboards,2025-02-01,28
239,4,Trading Signals,2025-02-01,14
240,4,Risk Analytics,2025-02-01,39
241,4,Risk Analytics,2025-03-01,3
242,4,Portfolio Tracker,2025-04-01,16
243,4,Trading Signals,2025-04-01,5
244,4,Risk Analytics,2025-05-01,19
245,4,Risk Analytics,2025-06-01,6
246,4,Custom Dashboards,2025-06-01,17
247,4,Trading Signals,2025-07-01,27
248,4,Custom Dashboards,2025-07-01,28
249,4,API Access,2025-07-01,21
250,4,Risk Analytics,2025-08-01,42
251,4,Market Scanner,2025-08-01,30
252,4,Market Scanner,2025-09-01,44
253,4,Trading Signals,2025-09-01,20
254,4,API Access,2025-09-01,30
255,4,Custom Dashboards,2025-09-01,47
256,4,API Access,2025-10-01,22
257,4,Risk Analytics,2025-10-01,39
258,4,Trading Signals,2025-10-01,15
259,4,Custom Dashboards,2025-10-01,8
260,4,Custom Dashboards,2025-11-01,29
261,4,Market Scanner,2025-12-01,12
262,4,Trading Signals,2025-12-01,30
263,4,Custom Dashboards,2025-12-01,32
264,4,Portfolio Tracker,2025-12-01,24
265,4,Market Scanner,2026-01-01,37
266,4,Portfolio Tracker,2026-01-01,40
267,4,Trading Signals,2026-01-01,43
268,4,Custom Dashboards,2026-02-01,39
269,4,Risk Analytics,2026-02-01,35
270,4,API Access,2026-02-01,23
271,4,Risk Analytics,2026-03-01,6
272,4,Portfolio Tracker,2026-03-01,10
273,4,Custom Dashboards,2026-03-01,47
274,4,Portfolio Tracker,2026-04-01,17
275,4,Trading Signals,2026-04-01,40
276,4,Risk Analytics,2026-04-01,37
277,4,Portfolio Tracker,2026-05-01,47
278,4,Trading Signals,2026-05-01,38
279,4,Custom Dashboards,2026-05-01,35
280,4,Market Scanner,2026-05-01,3
281,4,Portfolio Tracker,2026-06-01,33
282,4,Risk Analytics,2026-06-01,27
283,4,Market Scanner,2026-06-01,7
284,4,Trading Signals,2026-06-01,15
285,4,Trading Signals,2026-07-01,17
286,4,API Access,2026-07-01,44
287,4,Market Scanner,2026-07-01,50
288,4,API Access,2026-08-01,26
289,4,Trading Signals,2026-08-01,19
290,4,Risk Analytics,2026-08-01,50
291,4,Portfolio Tracker,2026-09-01,9
292,4,Risk Analytics,2026-09-01,21
293,4,API Access,2026-09-01,45
294,4,API Access,2026-10-01,6
295,4,Trading Signals,2026-10-01,18
296,4,Custom Dashboards,2026-10-01,40
297,4,Risk Analytics,2026-10-01,34
298,4,Custom Dashboards,2026-11-01,44
299,4,Risk Analytics,2026-12-01,45
300,5,Trading Signals,2024-12-01,32
301,5,Portfolio Tracker,2025-01-01,47
302,5,Market Scanner,2025-02-01,15
303,5,Custom Dashboards,2025-02-01,28
304,5,Risk Analytics,2025-02-01,42
305,5,Custom Dashboards,2025-03-01,50
306,5,Trading Signals,2025-03-01,50
307,5,API Access,2025-03-01,6
308,5,API Access,2025-04-01,27
309,5,Trading Signals,2025-05-01,13
310,5,Risk Analytics,2025-05-01,48
311,5,Portfolio Tracker,2025-05-01,49
312,5,Custom Dashboards,2025-05-01,15
313,5,Trading Signals,2025-06-01,21
314,5,Portfolio Tracker,2025-06-01,34
315,5,Custom Dashboards,2025-07-01,45
316,5,API Access,2025-07-01,46
317,5,Risk Analytics,2025-07-01,44
318,5,Market Scanner,2025-08-01,22
319,5,Trading Signals,2025-08-01,35
320,5,Portfolio Tracker,2025-08-01,49
321,5,Custom Dashboards,2025-08-01,16
322,5,Market Scanner,2025-09-01,6
323,5,API Access,2025-10-01,27
324,5,Trading Signals,2025-10-01,28
325,5,Custom Dashboards,2025-10-01,6
326,5,Trading Signals,2025-11-01,26
327,5,Trading Signals,2025-12-01,34
328,5,API Access,2025-12-01,3
329,5,Trading Signals,2026-01-01,26
330,5,Risk Analytics,2026-02-01,44
331,5,API Access,2026-02-01,41
332,5,Portfolio Tracker,2026-02-01,37
333,5,Trading Signals,2026-02-01,12
334,5,Trading Signals,2026-03-01,6
335,5,Risk Analytics,2026-03-01,46
336,5,Custom Dashboards,2026-04-01,12
337,5,Trading Signals,2026-04-01,11
338,5,Portfolio Tracker,2026-05-01,19
339,5,API Access,2026-05-01,24
340,5,Market Scanner,2026-05-01,28
341,5,Trading Signals,2026-06-01,34
342,5,Custom Dashboards,2026-06-01,39
343,5,Portfolio Tracker,2026-06-01,38
344,5,Risk Analytics,2026-06-01,21
345,5,Custom Dashboards,2026-07-01,34
346,5,API Access,2026-07-01,14
347,5,Trading Signals,2026-07-01,6
348,5,Portfolio Tracker,2026-08-01,22
349,5,Trading Signals,2026-08-01,1
350,5,Market Scanner,2026-08-01,30
351,5,Risk Analytics,2026-08-01,30
352,5,Market Scanner,2026-09-01,44
353,5,Custom Dashboards,2026-09-01,37
354,5,Risk Analytics,2026-09-01,46
355,5,Trading Signals,2026-09-01,8
356,5,Trading Signals,2026-10-01,45
357,5,Custom Dashboards,2026-10-01,3
358,5,Market Scanner,2026-11-01,5
359,5,API Access,2026-11-01,11
360,5,Custom Dashboards,2026-11-01,1
361,5,Portfolio Tracker,2026-12-01,45
362,5,API Access,2026-12-01,38
363,6,Portfolio Tracker,2024-09-01,35
364,6,Market Scanner,2024-09-01,25
365,6,Market Scanner,2024-10-01,9
366,6,API Access,2024-10-01,50
367,6,Custom Dashboards,2024-10-01,17
368,6,Risk Analytics,2024-11-01,14
369,6,API Access,2024-11-01,25
370,6,Portfolio Tracker,2024-11-01,22
371,6,Custom Dashboards,2024-12-01,46
372,6,API Access,2024-12-01,3
373,6,Trading Signals,2024-12-01,18
374,6,Market Scanner,2025-01-01,32
375,6,Portfolio Tracker,2025-01-01,15
376,6,Portfolio Tracker,2025-02-01,44
377,6,Risk Analytics,2025-02-01,27
378,6,API Access,2025-03-01,4
379,6,Portfolio Tracker,2025-03-01,13
380,6,Risk Analytics,2025-03-01,38
381,6,Custom Dashboards,2025-04-01,19
382,6,Custom Dashboards,2025-05-01,47
383,6,Trading Signals,2025-05-01,46
384,6,Portfolio Tracker,2025-05-01,42
385,6,API Access,2025-05-01,3
386,6,Trading Signals,2025-06-01,42
387,6,Market Scanner,2025-07-01,6
388,6,Trading Signals,2025-07-01,6
389,6,Custom Dashboards,2025-07-01,35
390,6,API Access,2025-08-01,50
391,6,Portfolio Tracker,2025-08-01,18
392,6,Risk Analytics,2025-08-01,8
393,6,Risk Analytics,2025-09-01,9
394,6,Market Scanner,2025-09-01,30
395,6,Trading Signals,2025-10-01,39
396,6,Risk Analytics,2025-10-01,28
397,6,Custom Dashboards,2025-10-01,7
398,6,Custom Dashboards,2025-11-01,8
399,6,Trading Signals,2025-11-01,9
400,6,Market Scanner,2025-11-01,3
401,6,Risk Analytics,2025-11-01,44
402,6,Custom Dashboards,2025-12-01,39
403,6,API Access,2025-12-01,1
404,6,Trading Signals,2025-12-01,13
405,6,Market Scanner,2025-12-01,14
406,6,Custom Dashboards,2026-01-01,48
407,6,Market Scanner,2026-02-01,24
408,6,Trading Signals,2026-02-01,38
409,6,Trading Signals,2026-03-01,44
410,6,API Access,2026-03-01,36
411,6,Custom Dashboards,2026-03-01,6
412,6,Custom Dashboards,2026-04-01,12
413,6,Market Scanner,2026-04-01,2
414,6,Portfolio Tracker,2026-05-01,38
415,6,Custom Dashboards,2026-06-01,14
416,6,API Access,2026-06-01,31
417,6,Portfolio Tracker,2026-07-01,25
418,6,Custom Dashboards,2026-08-01,47
419,6,Portfolio Tracker,2026-08-01,11
420,6,Market Scanner,2026-08-01,5
421,6,Custom Dashboards,2026-09-01,2
422,6,Market Scanner,2026-09-01,45
423,6,Portfolio Tracker,2026-09-01,5
424,6,API Access,2026-09-01,45
425,6,API Access,2026-10-01,42
426,6,Trading Signals,2026-10-01,20
427,6,Market Scanner,2026-10-01,47
428,6,API Access,2026-11-01,14
429,6,Risk Analytics,2026-11-01,42
430,6,Portfolio Tracker,2026-11-01,39
431,6,Market Scanner,2026-12-01,15
432,7,Portfolio Tracker,2024-04-01,2
433,7,Market Scanner,2024-04-01,25
434,7,Custom Dashboards,2024-04-01,1
435,7,Risk Analytics,2024-05-01,50
436,7,Market Scanner,2024-05-01,15
437,7,Trading Signals,2024-05-01,46
438,7,Custom Dashboards,2024-06-01,22
439,7,Portfolio Tracker,2024-06-01,44
440,7,Market Scanner,2024-06-01,28
441,7,Risk Analytics,2024-06-01,34
442,7,Custom Dashboards,2024-07-01,6
443,7,API Access,2024-07-01,7
444,7,Risk Analytics,2024-08-01,46
445,7,API Access,2024-08-01,48
446,7,Trading Signals,2024-08-01,47
447,7,Portfolio Tracker,2024-08-01,4
448,7,Market Scanner,2024-09-01,47
449,7,Risk Analytics,2024-09-01,33
450,7,Portfolio Tracker,2024-09-01,15
451,7,API Access,2024-09-01,37
452,7,Portfolio Tracker,2024-10-01,4
453,7,API Access,2024-10-01,14
454,7,Trading Signals,2024-10-01,2
455,7,Market Scanner,2024-10-01,29
456,7,Market Scanner,2024-11-01,9
457,7,Risk Analytics,2024-12-01,43
458,7,Portfolio Tracker,2025-01-01,29
459,7,Market Scanner,2025-01-01,11
460,7,Portfolio Tracker,2025-02-01,33
461,7,Custom Dashboards,2025-02-01,12
462,7,API Access,2025-02-01,27
463,7,Risk Analytics,2025-02-01,6
464,7,Custom Dashboards,2025-03-01,6
465,7,Risk Analytics,2025-03-01,46
466,7,Portfolio Tracker,2025-03-01,36
467,7,Trading Signals,2025-03-01,3
468,7,Trading Signals,2025-04-01,43
469,7,Risk Analytics,2025-05-01,41
470,7,API Access,2025-05-01,30
471,7,Market Scanner,2025-05-01,42
472,7,Custom Dashboards,2025-05-01,21
473,7,Trading Signals,2025-06-01,36
474,7,Trading Signals,2025-07-01,25
475,7,API Access,2025-07-01,30
476,7,API Access,2025-08-01,23
477,7,Portfolio Tracker,2025-08-01,27
478,7,Risk Analytics,2025-08-01,48
479,7,Market Scanner,2025-09-01,37
480,7,API Access,2025-10-01,30
481,7,Market Scanner,2025-10-01,26
482,7,Risk Analytics,2025-10-01,18
483,7,Portfolio Tracker,2025-11-01,43
484,7,Market Scanner,2025-11-01,5
485,7,API Access,2025-11-01,12
486,7,Trading Signals,2025-12-01,8
487,7,API Access,2025-12-01,25
488,7,Market Scanner,2025-12-01,27
489,7,Risk Analytics,2025-12-01,3
490,7,Custom Dashboards,2026-01-01,26
491,7,API Access,2026-01-01,34
492,7,Portfolio Tracker,2026-01-01,39
493,7,Market Scanner,2026-02-01,12
494,7,API Access,2026-03-01,50
495,7,Custom Dashboards,2026-03-01,4
496,7,Trading Signals,2026-03-01,8
497,7,Trading Signals,2026-04-01,20
498,7,API Access,2026-05-01,20
499,7,Trading Signals,2026-05-01,14
500,7,Portfolio Tracker,2026-05-01,34
501,7,Risk Analytics,2026-05-01,1
502,7,Risk Analytics,2026-06-01,37
503,7,Trading Signals,2026-06-01,38
504,7,API Access,2026-07-01,6
505,7,Risk Analytics,2026-07-01,19
506,7,Portfolio Tracker,2026-07-01,18
507,7,Market Scanner,2026-07-01,6
508,7,Portfolio Tracker,2026-08-01,19
509,7,Custom Dashboards,2026-08-01,38
510,7,Market Scanner,2026-08-01,46
511,7,Market Scanner,2026-09-01,34
512,7,Risk Analytics,2026-09-01,42
513,7,Custom Dashboards,2026-09-01,22
514,7,Trading Signals,2026-09-01,38
515,7,Portfolio Tracker,2026-10-01,5
516,7,Market Scanner,2026-10-01,22
517,7,API Access,2026-10-01,10
518,7,Trading Signals,2026-10-01,26
519,7,Market Scanner,2026-11-01,35
520,7,API Access,2026-11-01,46
521,7,Trading Signals,2026-11-01,27
522,7,Portfolio Tracker,2026-11-01,6
523,7,Risk Analytics,2026-12-01,48
524,7,Trading Signals,2026-12-01,37
525,8,Trading Signals,2024-04-01,44
526,8,API Access,2024-05-01,13
527,8,Market Scanner,2024-06-01,20
528,8,Risk Analytics,2024-07-01,7
529,8,Trading Signals,2024-08-01,45
530,8,Trading Signals,2024-09-01,41
531,8,API Access,2024-09-01,23
532,8,Custom Dashboards,2024-09-01,30
533,8,Risk Analytics,2024-09-01,30
534,8,Market Scanner,2024-10-01,34
535,8,Risk Analytics,2024-11-01,42
536,8,Portfolio Tracker,2024-12-01,16
537,8,Trading Signals,2024-12-01,27
538,8,Custom Dashboards,2024-12-01,7
539,8,API Access,2024-12-01,9
540,8,Risk Analytics,2025-01-01,43
541,8,Market Scanner,2025-01-01,19
542,8,API Access,2025-01-01,45
543,8,Portfolio Tracker,2025-01-01,36
544,8,Trading Signals,2025-02-01,42
545,8,Custom Dashboards,2025-02-01,1
546,8,Risk Analytics,2025-02-01,17
547,8,Market Scanner,2025-03-01,16
548,8,Trading Signals,2025-03-01,38
549,8,Custom Dashboards,2025-03-01,45
550,8,Market Scanner,2025-04-01,26
551,8,Trading Signals,2025-04-01,47
552,8,API Access,2025-04-01,45
553,8,Custom Dashboards,2025-04-01,41
554,8,API Access,2025-05-01,42
555,8,Portfolio Tracker,2025-05-01,46
556,8,Custom Dashboards,2025-05-01,49
557,8,Trading Signals,2025-05-01,5
558,8,Portfolio Tracker,2025-06-01,27
559,8,Risk Analytics,2025-07-01,41
560,8,Market Scanner,2025-08-01,5
561,8,Portfolio Tracker,2025-08-01,13
562,8,Trading Signals,2025-08-01,5
563,8,Market Scanner,2025-09-01,41
564,8,Custom Dashboards,2025-09-01,47
565,8,Risk Analytics,2025-09-01,39
566,8,Portfolio Tracker,2025-09-01,38
567,8,Trading Signals,2025-10-01,5
568,8,Custom Dashboards,2025-10-01,7
569,8,API Access,2025-10-01,6
570,8,Custom Dashboards,2025-11-01,13
571,8,Risk Analytics,2025-11-01,36
572,8,Trading Signals,2025-11-01,15
573,8,Trading Signals,2025-12-01,50
574,8,Custom Dashboards,2025-12-01,32
575,8,API Access,2026-01-01,19
576,8,Trading Signals,2026-01-01,6
577,8,Market Scanner,2026-01-01,26
578,8,Market Scanner,2026-02-01,23
579,8,Custom Dashboards,2026-03-01,33
580,8,Risk Analytics,2026-03-01,14
581,8,Market Scanner,2026-03-01,34
582,8,Risk Analytics,2026-04-01,24
583,8,Trading Signals,2026-04-01,35
584,8,Market Scanner,2026-04-01,15
585,8,Trading Signals,2026-05-01,9
586,8,Custom Dashboards,2026-05-01,50
587,8,Portfolio Tracker,2026-05-01,31
588,8,Market Scanner,2026-05-01,46
589,8,API Access,2026-06-01,13
590,8,Portfolio Tracker,2026-07-01,44
591,8,Risk Analytics,2026-07-01,24
592,8,Custom Dashboards,2026-08-01,33
593,8,API Access,2026-09-01,46
594,8,Market Scanner,2026-09-01,24
595,8,Portfolio Tracker,2026-09-01,25
596,8,Risk Analytics,2026-10-01,37
597,8,API Access,2026-10-01,22
598,8,Custom Dashboards,2026-10-01,39
599,8,Market Scanner,2026-10-01,29
600,8,API Access,2026-11-01,6
601,8,Custom Dashboards,2026-12-01,38
602,8,Risk Analytics,2026-12-01,8
603,9,Custom Dashboards,2024-05-01,31
604,9,Custom Dashboards,2024-06-01,39
605,9,API Access,2024-06-01,24
606,9,Portfolio Tracker,2024-07-01,28
607,9,Risk Analytics,2024-07-01,46
608,9,Trading Signals,2024-08-01,39
609,9,Market Scanner,2024-09-01,28
610,9,Portfolio Tracker,2024-10-01,27
611,9,API Access,2024-11-01,7
612,9,Trading Signals,2024-12-01,26
613,9,Custom Dashboards,2024-12-01,30
614,9,API Access,2025-01-01,18
615,9,Market Scanner,2025-02-01,30
616,9,Market Scanner,2025-03-01,19
617,9,Trading Signals,2025-03-01,25
618,9,API Access,2025-03-01,25
619,9,Trading Signals,2025-04-01,22
620,9,Portfolio Tracker,2025-04-01,10
621,9,Custom Dashboards,2025-05-01,15
622,9,API Access,2025-05-01,28
623,9,Market Scanner,2025-06-01,5
624,9,Custom Dashboards,2025-06-01,18
625,9,Risk Analytics,2025-07-01,6
626,9,Custom Dashboards,2025-08-01,14
627,9,Risk Analytics,2025-08-01,16
628,9,API Access,2025-08-01,30
629,9,Market Scanner,2025-08-01,20
630,9,API Access,2025-09-01,22
631,9,Market Scanner,2025-10-01,4
632,9,API Access,2025-11-01,18
633,9,Risk Analytics,2025-11-01,42
634,9,Portfolio Tracker,2025-12-01,22
635,9,Market Scanner,2026-01-01,4
636,9,API Access,2026-01-01,45
637,9,Risk Analytics,2026-01-01,41
638,9,API Access,2026-02-01,11
639,9,API Access,2026-03-01,33
640,9,Risk Analytics,2026-04-01,3
641,9,Portfolio Tracker,2026-04-01,31
642,9,Custom Dashboards,2026-04-01,45
643,9,Trading Signals,2026-05-01,46
644,9,Custom Dashboards,2026-05-01,18
645,9,Portfolio Tracker,2026-05-01,14
646,9,Trading Signals,2026-06-01,13
647,9,Portfolio Tracker,2026-07-01,2
648,9,Risk Analytics,2026-07-01,12
649,9,Portfolio Tracker,2026-08-01,20
650,9,API Access,2026-08-01,28
651,9,Risk Analytics,2026-08-01,45
652,9,Market Scanner,2026-09-01,49
653,9,Portfolio Tracker,2026-10-01,27
654,9,Risk Analytics,2026-11-01,36
655,9,Portfolio Tracker,2026-11-01,10
656,9,API Access,2026-11-01,8
657,9,Custom Dashboards,2026-11-01,13
658,9,API Access,2026-12-01,42
659,9,Trading Signals,2026-12-01,49
660,9,Custom Dashboards,2026-12-01,9
661,10,API Access,2024-04-01,37
662,10,Market Scanner,2024-05-01,21
663,10,Risk Analytics,2024-05-01,40
664,10,API Access,2024-06-01,20
665,10,Risk Analytics,2024-06-01,31
666,10,Trading Signals,2024-07-01,15
667,10,Custom Dashboards,2024-08-01,28
668,10,Market Scanner,2024-08-01,28
669,10,Trading Signals,2024-09-01,9
670,10,Market Scanner,2024-09-01,24
671,10,Risk Analytics,2024-10-01,9
672,10,Market Scanner,2024-10-01,7
673,10,API Access,2024-10-01,41
674,10,API Access,2024-11-01,29
675,10,Custom Dashboards,2024-12-01,39
676,10,Portfolio Tracker,2024-12-01,43
677,10,Trading Signals,2024-12-01,21
678,10,Risk Analytics,2024-12-01,28
679,10,API Access,2025-01-01,27
680,10,Risk Analytics,2025-02-01,42
681,10,Custom Dashboards,2025-02-01,25
682,10,Market Scanner,2025-02-01,41
