ticket_id,user_id,ticket_date,category,priority,status,resolution_hours
95,40,2026-04-19,API Issues,High,Resolved,10
96,40,2025-12-01,Feature Request,High,Resolved,29
97,41,2024-11-25,Billing,Medium,Resolved,2
98,42,2026-04-29,Account Management,Medium,Resolved,33
99,42,2026-03-15,Dashboard Errors,High,In Progress,56
100,42,2024-12-31,Login Problems,High,Resolved,60
101,42,2025-03-17,Feature Request,High,Resolved,19
102,42,2025-06-30,Feature Request,Low,Resolved,61
103,43,2025-12-26,Account Management,Low,Resolved,61
104,43,2025-07-25,API Issues,High,Resolved,13
105,43,2026-12-24,Feature Request,Low,Resolved,22
106,44,2025-01-13,Billing,Low,Open,23
107,45,2026-11-29,API Issues,Low,Resolved,56
108,45,2026-11-21,Account Management,High,Open,7
109,45,2025-12-24,Dashboard Errors,Low,Resolved,33
110,45,2025-11-26,Login Problems,High,In Progress,39
111,46,2025-02-27,Account Management,High,Resolved,12
112,46,2024-11-27,Feature Request,Low,Resolved,4
113,46,2025-07-15,Billing,High,Resolved,70
114,46,2026-01-09,Feature Request,High,Open,55
115,47,2025-02-06,Feature Request,Low,Resolved,71
116,47,2025-03-21,API Issues,High,Resolved,22
117,47,2026-07-07,API Issues,Low,Resolved,23
118,47,2026-11-02,Login Problems,Medium,Resolved,71
119,48,2026-01-19,Account Management,High,Resolved,19
120,48,2025-04-21,API Issues,Low,Resolved,58
121,48,2026-09-19,API Issues,Low,Resolved,18
122,49,2024-09-04,Dashboard Errors,Medium,Resolved,58
123,49,2024-11-25,Dashboard Errors,Low,Resolved,7
124,49,2025-09-27,Billing,High,In Progress,17
125,49,2025-04-26,Billing,Low,Resolved,12
126,49,2026-06-13,Account Management,Low,Resolved,4
127,50,2025-01-20,Billing,Low,Resolved,48
128,50,2024-07-28,Feature Request,Low,Resolved,55
129,51,2025-06-17,API Issues,High,Resolved,50
130,51,2026-07-15,Dashboard Errors,Low,Resolved,42
131,52,2025-01-31,Billing,Medium,Resolved,58
132,52,2026-01-27,API Issues,Medium,Resolved,20
133,52,2025-12-15,Dashboard Errors,Low,Resolved,41
134,52,2026-09-20,Dashboard Errors,High,In Progress,18
135,53,2025-06-20,Login Problems,Low,Resolved,58
136,53,2025-03-10,API Issues,Low,Resolved,20
137,55,2024-09-20,API Issues,Low,Resolved,11
138,55,2026-02-02,Dashboard Errors,Low,Open,23
139,55,2024-07-29,Login Problems,Low,Resolved,68
140,55,2025-01-06,API Issues,Critical,Open,68
141,55,2024-06-16,Billing,Medium,Resolved,35
142,56,2026-11-10,Feature Request,Low,Resolved,27
143,56,2026-12-26,Billing,Low,Resolved,5
144,56,2026-11-06,API Issues,Low,Resolved,62
145,56,2025-04-13,Login Problems,Low,Resolved,51
146,57,2025-04-05,Billing,Medium,Resolved,68
147,58,2026-10-20,Dashboard Errors,Critical,Resolved,21
148,59,2025-01-19,Login Problems,Medium,Resolved,10
149,59,2025-09-11,Dashboard Errors,Medium,Resolved,18
150,60,2026-02-13,Billing,High,In Progress,35
151,60,2026-12-24,Login Problems,Medium,Resolved,55
152,60,2026-09-24,Login Problems,Medium,Resolved,24
153,60,2026-09-11,Account Management,Medium,Resolved,24
154,60,2026-06-16,Billing,High,Resolved,26
155,61,2025-03-09,Account Management,Medium,Open,4
156,62,2026-11-11,API Issues,Low,Resolved,59
157,63,2024-12-27,Billing,Medium,Resolved,40
158,64,2024-06-09,API Issues,High,Resolved,8
159,64,2025-12-22,Login Problems,High,In Progress,62
160,64,2024-03-06,Dashboard Errors,Low,Resolved,67
161,64,2026-05-15,Billing,Low,Resolved,48
162,65,2026-08-20,Dashboard Errors,Medium,Resolved,25
163,65,2026-12-28,Dashboard Errors,High,Resolved,1
164,66,2025-09-27,Login Problems,Medium,Resolved,15
165,66,2026-09-01,Login Problems,Low,Resolved,7
166,66,2024-08-20,API Issues,Medium,Open,20
167,66,2024-10-21,Account Management,Low,Resolved,63
168,66,2026-10-31,Login Problems,High,Resolved,61
169,67,2026-07-18,Dashboard Errors,Medium,Resolved,69
170,67,2025-12-14,Feature Request,Low,Resolved,24
171,67,2026-02-21,API Issues,Low,Resolved,22
172,68,2026-12-26,Feature Request,Low,Resolved,35
173,68,2025-04-18,API Issues,Low,In Progress,64
174,69,2024-09-16,Dashboard Errors,Low,Resolved,2
175,69,2024-07-15,Billing,High,Resolved,65
176,69,2025-12-12,Account Management,Low,Resolved,71
177,69,2025-07-17,Dashboard Errors,High,Resolved,67
178,70,2026-05-30,Dashboard Errors,Critical,Resolved,48
179,70,2026-05-17,Feature Request,High,Resolved,16
180,70,2025-03-08,Dashboard Errors,High,Resolved,56
181,71,2026-09-11,Dashboard Errors,Medium,Resolved,1
182,71,2026-02-20,Feature Request,Low,Resolved,71
183,71,2026-06-03,Dashboard Errors,Medium,Resolved,40
184,71,2025-11-08,Dashboard Errors,Medium,Resolved,50
185,71,2026-02-15,Feature Request,Medium,Resolved,32
186,72,2024-02-13,Login Problems,High,Resolved,64
187,72,2026-05-13,Account Management,Low,Resolved,67
188,72,2024-10-21,Billing,Medium,Resolved,15
189,73,2024-07-06,Dashboard Errors,High,Resolved,16
190,73,2024-05-11,Login Problems,High,Resolved,42
191,73,2025-05-10,Dashboard Errors,Medium,Resolved,20
192,74,2026-06-23,API Issues,High,Resolved,69
193,74,2024-05-17,Billing,High,Resolved,18
194,75,2025-11-16,API Issues,Medium,Resolved,47
195,75,2025-12-29,Account Management,High,Open,13
196,75,2025-08-31,Dashboard Errors,Low,Resolved,17
197,75,2025-12-28,Account Management,Low,Resolved,3
198,75,2026-05-27,Feature Request,High,Resolved,41
199,77,2025-03-24,API Issues,Low,Resolved,57
200,78,2026-08-20,Login Problems,High,Open,27
201,79,2025-07-17,Login Problems,High,Resolved,12
202,80,2025-02-01,Billing,Low,Resolved,6
203,80,2025-11-25,Login Problems,High,Resolved,21
204,80,2026-09-06,Feature Request,Low,Resolved,53
205,80,2024-08-24,Account Management,High,Resolved,14
206,80,2025-07-23,Billing,Critical,Resolved,10
207,83,2026-06-24,API Issues,Low,Resolved,39
208,83,2025-02-25,Billing,Medium,Resolved,61
209,83,2025-02-13,API Issues,Low,Resolved,46
210,83,2025-06-08,Billing,Critical,In Progress,3
211,83,2026-12-08,Feature Request,Low,Resolved,34
212,85,2026-09-17,Feature Request,Medium,In Progress,4
213,85,2025-09-26,Account Management,High,Resolved,64
214,86,2024-12-19,Account Management,High,Resolved,10
215,86,2026-10-25,Dashboard Errors,High,Resolved,7
216,88,2025-12-27,Feature Request,Low,Resolved,37
217,88,2026-07-27,Account Management,High,In Progress,45
218,88,2026-05-03,Account Management,High,Resolved,19
219,88,2024-10-29,Login Problems,High,Resolved,60
220,89,2026-02-07,Dashboard Errors,Low,Resolved,20
221,89,2025-10-20,Account Management,Low,Open,62
222,90,2026-10-27,Account Management,Critical,Resolved,42
223,90,2026-05-23,Account Management,Medium,Open,28
224,90,2024-07-28,API Issues,High,Resolved,54
225,90,2025-06-30,Feature Request,Low,Resolved,16
226,90,2024-07-18,Dashboard Errors,Medium,Resolved,20
227,91,2026-01-10,Billing,High,Resolved,7
228,91,2025-06-30,Feature Request,High,Resolved,25
229,92,2024-10-06,Login Problems,Medium,Resolved,4
230,92,2025-05-12,Dashboard Errors,Medium,Resolved,47
231,92,2024-08-21,Login Problems,High,Resolved,54
232,92,2026-09-25,Billing,Low,In Progress,63
233,93,2026-02-11,API Issues,Medium,Resolved,4
234,93,2024-10-16,API Issues,Medium,Resolved,31
235,93,2025-10-27,Billing,Medium,Resolved,54
236,94,2026-06-24,Billing,Medium,Resolved,60
237,95,2024-08-30,Account Management,Low,Resolved,27
238,95,2026-07-30,Dashboard Errors,Low,Resolved,29
239,95,2026-10-28,Login Problems,Low,Resolved,57
240,97,2026-11-20,Feature Request,Low,Resolved,68
241,98,2025-07-03,Login Problems,Low,Resolved,59
242,98,2025-05-09,Dashboard Errors,Low,Resolved,47
243,99,2026-08-06,Billing,Medium,Resolved,2
244,99,2025-09-24,Dashboard Errors,High,Resolved,60
245,99,2026-11-16,Account Management,Low,Resolved,3
246,100,2025-09-01,API Issues,High,Resolved,61
247,100,2026-02-17,Login Problems,Medium,Resolved,64
248,100,2026-04-27,Dashboard Errors,Low,Resolved,45
249,101,2026-03-13,Dashboard Errors,Low,Resolved,27
250,101,2025-02-23,Billing,Medium,Resolved,43
251,101,2026-08-25,API Issues,Low,Resolved,43
252,101,2026-05-21,Dashboard Errors,Low,Resolved,29
253,102,2025-04-09,Login Problems,Low,Resolved,11
254,102,2025-09-28,Billing,Low,Open,54
255,102,2024-09-09,Login Problems,Low,In Progress,56
256,103,2026-06-30,Account Management,Low,Resolved,13
257,104,2026-11-04,Feature Request,High,Resolved,11
258,105,2025-04-05,API Issues,High,Resolved,71
259,105,2026-08-26,Login Problems,Low,Resolved,41
260,105,2025-08-28,Feature Request,Medium,Resolved,23
261,106,2026-03-20,Billing,High,Open,1
262,106,2026-11-28,API Issues,High,Resolved,50
263,106,2025-08-22,Account Management,Medium,In Progress,29
264,106,2025-09-16,Account Management,Medium,Resolved,41
265,107,2026-09-03,API Issues,Low,Resolved,10
266,107,2024-12-15,Billing,Low,In Progress,23
267,107,2025-12-23,Login Problems,Medium,Resolved,2
268,107,2026-10-10,Account Management,High,Resolved,36
269,108,2026-04-19,Feature Request,Medium,Resolved,28
270,108,2025-06-14,Dashboard Errors,High,Resolved,10
271,109,2025-02-22,API Issues,Low,Resolved,18
272,111,2024-10-17,Dashboard Errors,Medium,Resolved,48
273,111,2026-05-29,Login Problems,High,Resolved,54
274,111,2024-07-27,Billing,Low,Resolved,44
275,111,2025-03-03,Login Problems,High,Resolved,68
276,111,2026-11-27,Feature Request,Medium,Resolved,14
277,112,2025-09-16,Login Problems,Medium,Resolved,26
278,113,2024-06-23,Billing,High,Resolved,34
279,114,2025-10-20,Login Problems,High,Resolved,35
280,114,2024-10-07,Login Problems,Medium,Resolved,18
281,115,2025-04-22,Login Problems,Medium,Resolved,3
282,116,2025-11-14,Account Management,Medium,Resolved,17
283,116,2026-10-28,Dashboard Errors,Critical,Resolved,39
284,117,2025-09-12,Feature Request,Low,Resolved,17
285,117,2026-05-24,Account Management,Low,In Progress,12
286,117,2025-11-01,Login Problems,High,Resolved,47
287,117,2026-12-21,Feature Request,Medium,Open,62
288,119,2026-10-18,Billing,Medium,Resolved,18
289,120,2024-12-27,API Issues,Medium,Open,56
290,121,2024-08-28,Login Problems,Low,In Progress,22
291,122,2026-11-04,Login Problems,Critical,Resolved,53
292,122,2025-08-25,Account Management,Medium,Resolved,68
293,122,2025-11-02,Dashboard Errors,Low,Resolved,49
294,123,2026-08-04,Login Problems,High,Open,35
295,123,2026-01-07,Billing,Low,Resolved,51
296,123,2026-08-01,Login Problems,Low,Resolved,9
297,125,2026-09-25,Dashboard Errors,Medium,Resolved,18
298,125,2025-07-27,Feature Request,Low,Resolved,5
299,125,2024-10-09,Dashboard Errors,Low,Resolved,8
300,125,2026-06-15,Account Management,Low,Resolved,1
301,126,2025-03-24,Dashboard Errors,High,Resolved,53
302,126,2025-09-28,Feature Request,Low,Resolved,3
303,126,2026-04-28,Billing,Medium,Resolved,29
304,127,2026-09-22,Account Management,Low,Resolved,24
305,127,2025-05-01,Account Management,Low,Resolved,50
306,127,2026-12-05,Feature Request,Low,Open,56
307,128,2026-09-08,Account Management,High,Open,54
308,128,2025-01-30,Login Problems,Medium,Resolved,31
309,129,2025-11-15,Feature Request,Medium,Resolved,2
310,129,2025-01-06,Account Management,Medium,Resolved,31
311,129,2026-04-18,Account Management,High,Resolved,8
312,129,2026-09-28,Billing,Medium,Resolved,25
313,129,2025-02-07,Billing,Medium,Resolved,9
314,130,2025-03-06,API Issues,High,Resolved,14
315,130,2026-01-27,Billing,Medium,Resolved,9
316,130,2025-02-10,API Issues,Medium,In Progress,52
317,130,2025-09-17,Account Management,Medium,Resolved,20
318,131,2024-11-13,Billing,Medium,Resolved,30
319,131,2026-11-19,Account Management,High,Open,9
320,131,2025-06-11,Dashboard Errors,High,Resolved,18
321,133,2025-09-12,Login Problems,Low,Resolved,70
322,133,2026-05-06,Billing,Low,Resolved,14
323,135,2026-10-19,Feature Request,Medium,Resolved,67
324,135,2026-12-21,Login Problems,Medium,Resolved,22
325,136,2026-09-02,Login Problems,Medium,Resolved,48
326,136,2025-04-14,Billing,Medium,Open,72
327,136,2026-09-07,Dashboard Errors,Low,Resolved,66
328,136,2026-10-18,Feature Request,Medium,Resolved,72
329,137,2025-08-08,Feature Request,Low,Resolved,52
330,137,2026-06-19,API Issues,Medium,Resolved,2
331,137,2025-03-11,Billing,Low,Resolved,71
332,137,2025-09-21,Account Management,Low,Resolved,2
333,138,2025-04-15,Account Management,Medium,Resolved,59
334,138,2026-05-27,API Issues,Low,Resolved,55
335,139,2026-05-31,Feature Request,Medium,Resolved,41
336,139,2024-09-05,API Issues,Low,Resolved,6
337,142,2025-06-19,Login Problems,Low,In Progress,19
338,143,2025-03-28,Billing,Medium,Resolved,35
339,143,2025-07-03,Login Problems,Low,Resolved,42
340,144,2024-06-03,Dashboard Errors,Low,Resolved,25
341,144,2025-04-26,API Issues,Medium,Resolved,47
342,145,2025-08-01,API Issues,High,Resolved,24
343,145,2026-01-31,Billing,Medium,Resolved,19
344,145,2025-12-26,API Issues,Low,Open,40
345,145,2025-02-06,API Issues,Medium,Resolved,20
346,145,2025-10-02,API Issues,Low,Resolved,34
347,146,2026-01-22,Billing,Low,Resolved,60
348,146,2024-09-27,Login Problems,Low,Resolved,58
349,147,2025-03-09,Login Problems,Low,Resolved,65
350,147,2026-01-05,Feature Request,Medium,Resolved,2
351,147,2025-08-31,API Issues,Low,Resolved,49
352,148,2026-01-18,Login Problems,Low,Resolved,63
353,148,2026-11-14,API Issues,High,Resolved,19
354,148,2025-05-18,Account Management,Medium,In Progress,30
355,148,2025-11-17,Login Problems,Low,Resolved,33
356,148,2025-04-17,Dashboard Errors,High,Resolved,18
357,149,2024-11-08,Login Problems,Low,Resolved,13
358,149,2026-04-07,Login Problems,Low,Resolved,72
359,150,2025-06-12,API Issues,Medium,Resolved,22
360,150,2026-11-11,Billing,Low,Resolved,32
361,150,2024-03-25,Account Management,High,In Progress,6
362,150,2024-12-01,Dashboard Errors,Low,Resolved,12
363,150,2025-04-29,Billing,High,Resolved,55
364,151,2025-10-05,Account Management,High,Open,15
365,151,2024-09-18,Login Problems,High,Resolved,68
366,152,2026-09-19,Dashboard Errors,High,In Progress,29
367,153,2026-02-20,Login Problems,Medium,Open,70
368,153,2026-01-29,Billing,Critical,Resolved,13
369,154,2024-12-02,Billing,Low,Resolved,4
370,154,2026-08-26,Account Management,Medium,Resolved,4
371,154,2026-09-17,Login Problems,Medium,Resolved,29
372,154,2024-12-05,Account Management,Medium,In Progress,3
373,155,2026-07-26,Login Problems,High,Resolved,70
374,155,2024-11-28,API Issues,Critical,Resolved,46
375,155,2025-06-21,Account Management,Medium,Resolved,2
376,155,2026-11-25,API Issues,Low,Resolved,51
377,155,2026-08-30,API Issues,Low,Resolved,2
378,156,2026-06-20,API Issues,High,Open,14
379,156,2026-05-10,Account Management,Low,Resolved,3
380,156,2026-09-17,Login Problems,Medium,Resolved,21
381,156,2024-03-16,Account Management,Low,Resolved,36
382,158,2024-09-22,API Issues,Low,Resolved,3
383,158,2026-06-02,Billing,Medium,Resolved,4
384,159,2026-01-31,Account Management,Medium,Resolved,46
385,159,2026-06-19,Login Problems,High,Resolved,27
386,159,2024-09-26,Account Management,Low,Resolved,22
387,159,2024-07-13,Feature Request,Medium,Resolved,48
388,160,2025-05-21,Feature Request,Medium,Resolved,20
389,160,2024-07-27,Account Management,High,Resolved,8
390,160,2026-02-11,Billing,Low,Resolved,12
391,160,2025-05-20,API Issues,Medium,Resolved,60
392,160,2025-12-28,Login Problems,Medium,Resolved,58
393,161,2026-07-19,Feature Request,Low,In Progress,57
394,161,2024-10-16,API Issues,High,Resolved,55
395,161,2025-04-23,Account Management,High,Resolved,20
396,161,2025-09-26,Login Problems,High,Resolved,46
397,161,2026-12-30,API Issues,Critical,Open,25
398,162,2025-05-17,Feature Request,High,Resolved,66
399,162,2026-04-08,Login Problems,Low,Open,32
400,162,2026-03-11,API Issues,Medium,Open,44
401,162,2025-09-19,Account Management,High,Resolved,22
402,164,2026-09-01,Dashboard Errors,Low,Resolved,46
403,164,2026-02-20,Billing,Critical,Open,41
404,165,2026-11-30,API Issues,Medium,Resolved,56
405,167,2026-10-12,Login Problems,Low,Resolved,33
406,167,2025-03-18,API Issues,Low,Resolved,42
407,168,2026-12-19,Dashboard Errors,Critical,Open,41
408,168,2026-03-05,Billing,Low,Resolved,69
409,168,2026-10-30,Dashboard Errors,Low,In Progress,72
410,168,2026-05-14,Billing,Medium,Resolved,15
411,168,2025-10-26,Login Problems,High,In Progress,46
412,169,2026-03-24,API Issues,Low,Resolved,14
413,169,2025-09-10,Account Management,Medium,In Progress,39
414,169,2026-06-26,Dashboard Errors,Low,Open,3
415,169,2025-05-26,API Issues,Low,Resolved,65
416,170,2024-11-11,Billing,Medium,Resolved,25
417,170,2025-11-14,Account Management,Low,In Progress,52
418,171,2026-01-23,Dashboard Errors,Medium,Resolved,72
419,172,2026-09-13,Billing,Critical,Resolved,15
420,172,2025-04-23,Billing,High,Resolved,49
421,172,2025-07-14,Dashboard Errors,High,In Progress,35
422,172,2024-05-29,Feature Request,Medium,Resolved,61
423,174,2025-02-11,API Issues,Medium,Open,11
424,175,2024-07-31,Login Problems,Critical,Resolved,16
425,177,2026-04-12,Account Management,Low,Resolved,5
426,177,2025-04-05,Login Problems,Low,Resolved,48
427,177,2026-07-06,API Issues,Medium,Open,68
428,177,2026-04-01,Billing,High,Resolved,66
429,177,2026-06-02,Account Management,Low,Resolved,19
430,178,2025-02-04,Account Management,Low,Resolved,37
431,178,2024-07-30,Dashboard Errors,Medium,Open,44
432,178,2026-05-12,Billing,Low,In Progress,48
433,179,2026-04-07,Login Problems,Medium,Resolved,40
434,179,2025-10-10,Account Management,Low,Resolved,71
435,179,2026-05-08,Login Problems,Medium,Resolved,60
436,181,2024-09-23,Login Problems,Medium,Resolved,5
437,181,2026-01-12,Feature Request,High,Resolved,25
438,181,2025-01-08,Dashboard Errors,Low,Resolved,36
439,181,2024-11-02,Dashboard Errors,Low,Resolved,29
440,181,2026-07-23,Feature Request,Medium,Open,66
441,182,2024-06-21,Dashboard Errors,Low,Resolved,16
442,182,2025-12-07,Billing,Medium,Resolved,37
443,182,2024-05-26,Billing,Low,Resolved,55
444,183,2025-09-06,Feature Request,Medium,Resolved,61
445,184,2026-07-16,Login Problems,High,Resolved,26
446,184,2025-09-27,API Issues,Medium,Resolved,10
447,185,2026-04-29,Feature Request,Medium,Resolved,31
448,185,2025-11-14,Feature Request,High,Resolved,38
449,185,2025-08-04,Account Management,Low,In Progress,28
450,185,2026-04-13,Dashboard Errors,Low,Resolved,58
451,185,2025-01-25,Login Problems,Low,Resolved,61
452,186,2025-02-20,Account Management,Medium,Resolved,27
453,186,2026-01-08,Account Management,Critical,Open,36
454,186,2026-02-27,Login Problems,High,In Progress,62
455,187,2025-07-31,Account Management,Medium,Open,56
456,187,2025-11-13,API Issues,Medium,Resolved,39
457,188,2026-01-09,Login Problems,Low,In Progress,56
458,189,2026-03-01,Billing,Medium,Resolved,65
459,189,2025-01-03,Login Problems,High,Resolved,25
460,190,2025-09-08,API Issues,Low,Resolved,69
461,190,2025-11-30,Dashboard Errors,Low,Open,33
462,190,2024-11-23,Feature Request,Low,Resolved,51
463,190,2024-12-26,API Issues,Medium,In Progress,26
464,190,2024-12-07,Billing,Medium,Resolved,53
465,192,2026-11-04,Login Problems,Medium,Resolved,9
466,192,2026-10-02,Account Management,Medium,Resolved,71
467,193,2025-11-06,Account Management,Medium,Resolved,66
468,193,2025-02-23,Billing,High,Resolved,14
469,193,2025-11-03,Dashboard Errors,Medium,Resolved,23
470,193,2026-10-28,Account Management,Low,Resolved,47
471,194,2026-09-21,Login Problems,High,Resolved,54
472,194,2025-04-26,Billing,High,Resolved,46
473,194,2025-01-05,Feature Request,High,In Progress,4
474,194,2024-06-14,Feature Request,High,Resolved,42
475,194,2025-07-02,Account Management,Low,Resolved,24
476,195,2026-06-08,Billing,Low,Open,35
477,196,2025-08-11,Account Management,Low,Resolved,17
478,197,2025-04-21,Feature Request,Medium,Resolved,46
479,197,2026-07-04,Account Management,Low,Open,9
480,197,2026-09-30,Login Problems,Low,Resolved,11
481,197,2025-12-27,API Issues,Critical,Resolved,21
482,197,2025-12-22,Dashboard Errors,Low,Resolved,27
483,198,2026-08-15,Feature Request,Low,Resolved,56
484,198,2026-04-02,Dashboard Errors,Low,Resolved,26
485,198,2024-09-19,Feature Request,Medium,Resolved,13
486,200,2025-08-28,Feature Request,Medium,Resolved,69
487,200,2026-02-13,Dashboard Errors,Medium,Resolved,11
488,200,2025-05-20,Feature Request,Low,Resolved,40
489,200,2024-12-15,Login Problems,Medium,Resolved,24
490,200,2024-04-30,Dashboard Errors,Low,Resolved,26
491,201,2026-03-03,Feature Request,Low,Resolved,25
492,201,2026-03-09,Billing,Low,Resolved,21
493,201,2026-08-26,Feature Request,Low,Resolved,65
494,203,2026-02-15,Billing,Medium,Open,32
495,203,2026-08-30,Dashboard Errors,High,Resolved,71
496,203,2026-06-18,Billing,Medium,Resolved,44
497,203,2026-01-09,Account Management,Medium,Resolved,53
498,205,2024-12-18,Login Problems,High,Resolved,10
499,205,2026-10-04,Dashboard Errors,High,Resolved,69
500,206,2026-07-25,Account Management,Medium,Resolved,21
501,207,2025-09-19,Feature Request,Medium,Resolved,24
502,209,2026-02-19,API Issues,Low,In Progress,48
503,209,2025-09-19,Login Problems,Medium,Resolved,5
504,209,2025-08-06,Account Management,Low,Open,52
505,210,2026-05-19,Billing,Critical,Resolved,37
506,210,2026-10-25,Account Management,Medium,Resolved,4
507,210,2024-05-07,Dashboard Errors,Low,Resolved,37
508,210,2026-01-13,Billing,Low,Resolved,10
509,210,2024-10-13,Feature Request,Medium,Resolved,67
510,211,2025-06-21,Dashboard Errors,Low,Resolved,36
511,211,2026-10-11,Dashboard Errors,Medium,Resolved,62
512,211,2026-08-14,Feature Request,Medium,Open,22
513,211,2025-09-28,Account Management,Medium,Resolved,11
514,212,2025-05-27,API Issues,Low,Resolved,1
515,212,2026-01-10,Account Management,High,Open,21
516,212,2025-12-05,Login Problems,Low,Resolved,11
517,212,2024-11-11,Billing,Low,Open,34
518,212,2025-02-02,API Issues,High,Resolved,4
519,213,2025-12-29,API Issues,High,Resolved,2
520,213,2025-08-23,Account Management,Low,Resolved,33
521,213,2025-06-11,API Issues,High,Open,41
